dataset,split,id,gold,pred,rouge_score,argument,stance,comment,comment_length
marijuana,3,ma237,Marijuana is the drugs,"It is nonsence, because Marijuana is the drugs and has ""negative health effect is the long term effect on the hippocampus which retains memory in the brain. Research has shown that excessive marijuana smoking can cause damage to the brain""",0.1818,Highly addictive.,Con,"I absolutely disagree with legalization of Marijuana!!!! It is nonsence, because Marijuana is the drugs and has ""negative health effect is the long term effect on the hippocampus which retains memory in the brain. Research has shown that excessive marijuana smoking can cause damage to the brain"" (http://futurepocket.com/2011/02/19/ why-the-government-wont-legalize- marijuana/)  Think about our children! I live in Kazakhstan, there is a suburb, the place where Marijuana grows and takes huge territory, As a result here is a lot of idiots because of constant using.",568
marijuana,5,ma162,"Prohibition has been unsuccessful many times in history, just look at what happened during alcohol prohibition. It causes crime to go up because of the fact that it is illegal.","Yes, yes, yes, yes.  I think we could save so much time and money just by treating Marijuana like a mixture of Cigarettes and Alcohol.  You don't smoke in public places.  You don't drive while under the influence.  And we can tax it. I'd bet it would still be cheaper than today. It wouldn't be such a risk to transport and sell, and more people would be doing it.",0.1165,Prohibition violates human rights.,Pro,"Prohibition has been unsuccessful many times in history, just look at what happened during alcohol prohibition. It causes crime to go up because of the fact that it is illegal. The black market profits go way up because you can't legally obtain it, which causes violent crime to increase because of the existence of the black market. Prohibiting drugs also makes it ""forbidden fruit"" and taboo, which is a big reason a high number of teenagers and young adults use drugs.  Doing drugs is a victimless crime and it should be a person's choice what they put in their own body, not the government's choice.",603
marijuana,3,ma169,in fact there are many more fatality or deaths using alchool every year.,There is absolutly nothing wrong with smoking marijuana!,0.0952,Not addictive.,Pro,"There is absolutly nothing wrong with smoking marijuana! in fact there are many more fatality or deaths using alchool every year. Make pot legal, tax it, and put rules and regulations along with it just as they did with alchool! Years ago alchool was illegal and bootleggers were dealing all over the world and if caught you would spend time in jail! Nowdays this is true with pot and we are filiing up the jails with drugdealers petty pot charges and theres no room for the real criminals such as the rappist and murderers!",524
marijuana,2,ma411,"What I meant was LSD may have some health benefits, but it also causes mental disturbances and marijuana doesn't. So the two substances can't really be compared.",marijuana doesn't,0.1875,Does not cause any damage to our bodies.,Pro,"I'm not sure what you mean. You said the health benefits weren't enough to justify legalization and gave LSD as an example. What I meant was LSD may have some health benefits, but it also causes mental disturbances and marijuana doesn't. So the two substances can't really be compared.",285
marijuana,4,ma163,"While cigarettes and alcohol are incredibly addictive, yet you seem to be okay with them.","Instead of wasting money monitoring and prosecuting offenders, let's turn that frown upside down! I'm a supporter of legalizing marijuana and allowing for regulation and taxation of the industry. You'd think Frito-lay would be all over this.",0.1071,Legalized marijuana can be controlled and regulated by the government.,Pro,"""I'm sure a lot of people would go out and buy it to try it or buy it to continue their addictions""   Once again you have nothing but speculation to back that up. This didn't happen with prohibition of alcohol and it didn't happen when Amsterdam legalized marijuana and it didn't happen when Portugal decriminalized all drugs.   ""don't say it's not addicting. I know people that are addicted""   I will say it isn't addictive because it is not physically addictive. I don't care how much anecdotal evidence you have, it has been proven to not be physically addictive. While cigarettes and alcohol are incredibly addictive, yet you seem to be okay with them.   ""Worst case scenario, half the population would go out and buy it, get high and wreak havoc on America.""   You are completely making that proportion up. It is based on absolutely no evidence. You would be just a justified if you literally picked a random number because that is basically what you did.  And what havoc do you think people wreak on America that do it now. Once again as you failed to acknowledge marijuana does not cause reckless and uncontrollable actions like alcohol does. Yet once again I doubt you support the prohibition of alcohol.   ""Productivity would go down""   And again another statement based totally on social stigma and no actual evidence.  I challenge you to cite one negative result of legalizing marijuana that does not apply to alcohol or cigarettes that you actually have a shred of evidence. I really don't think you can come up with a single one. If you can, prove me wrong. Once again it cannot also apply to alcohol or cigarettes and must be have evidence. Don't speculate or provide anecdotal evidence.",1701
obama,1,oba353,"Mostly, what I hear is that he's Muslim, Kenyan, or Black. Frankly, if he had blond hair and blue eyes, the outcome would look a lot different. When I'm surrounded by just white people and they feel a little more relaxed to use the N-word, that's mostly what I hear.",I have really only heard one semi-effective argument against Obama.,0.0308,Has qualities of a good leader.,Pro,"I have really only heard one semi-effective argument against Obama.  Mostly, what I hear is that he's Muslim, Kenyan, or Black. Frankly, if he had blond hair and blue eyes, the outcome would look a lot different. When I'm surrounded by just white people and they feel a little more relaxed to use the N-word, that's mostly what I hear.",335
obama,2,oba9,Health Care is a Gateway for more government control.,"No, his policies are crap.  He ignores that majority of America doesn't want Health Care but he still pushes it through. Ignorant much?  Health Care is another way of  Theft  for the government.  They take your money and give it to someone else and themselves.  Being forced to have insurance or your given a fine on your income? Wow, totalitarianism much?  Six states are performing a law suite against this. It will go through congress and get passed.   IT is unconstitutional to run a bill through that has already been Vetoed!!  That just provides evidence that none of you people give a shit about the foundations of this country.  Health Care is a Gateway for more government control.  If you don't believe that your a fool.",0.1314,Healthcare bill is a failure.,Con,"No, his policies are crap.  He ignores that majority of America doesn't want Health Care but he still pushes it through. Ignorant much?  Health Care is another way of  Theft  for the government.  They take your money and give it to someone else and themselves.  Being forced to have insurance or your given a fine on your income? Wow, totalitarianism much?  Six states are performing a law suite against this. It will go through congress and get passed.   IT is unconstitutional to run a bill through that has already been Vetoed!!  That just provides evidence that none of you people give a shit about the foundations of this country.  Health Care is a Gateway for more government control.  If you don't believe that your a fool.",730
obama,1,oba342,"Taxation isnât theft, because like it or not you are part of a group of people and insofar as that group needs defense and the rule of law at a bare minimum, you have an obligation to them.","Middle class people can invest just as much as the wealthy, and do when given the opportunity to when tax policy is not skewed in favor of the wealthy.",0.1471,Fixed the economy.,Pro,"Taxation isnât theft, because like it or not you are part of a group of people and insofar as that group needs defense and the rule of law at a bare minimum, you have an obligation to them. A lot of the taxation is theft mentality is predicated on the notion that we (humans) are not primarily social beings. Most of what you do in the world is social activity - buying goods and services, owning property, etc... all things are allowed for and provided by a society of people, participation is a privilege and you tacitly comply with and assent to taxation merely by participating  The 'We' is the nation as a whole, the demand of the masses as expressed through voting and engaging in political discourse.   i definitely agree that prudent is open to opinion, this is where the 'We' comes in, the 'we' becomes the expression of the collective opinon  You have obviously been smoking the supply side theory insofar as you think that the middle class is allowed for by the wealthy. Tax policy and education policy is what allows for the creation of a middle class and jobs are created by the market. It is true that if the wealthy have all the money that jobs are created by them because they are the only ones who could invest, however, if they donât have all the money, jobs are created by where money is invested. Middle class people can invest just as much as the wealthy, and do when given the opportunity to when tax policy is not skewed in favor of the wealthy. Just because a lot of money is in the hands of the wealthy, doesnât mean that this is the fundamental nature of job creation, it is only the nature of job creation in an extremely stratified society. Extreme stratification also creates instability in the market because investment is based on the whim of a small number of individuals who have often, in the past, jumped ship and played with the markets toward their own personal gain (not that personal gain is a problem, it is only a problem when it is done by manipulation and with the known consequence of huge costs to other people.) This is why there are anti-trust laws and laws that prevent monopolies.   The he who serves best earns best notion is valid to a point, but national income is not a reflection of this, income and wealth is a reflection of the degree to which a few people control the means of production and maintain that order through a rationalised stratification. I am not against stratification, I just think that there needs to be an ameliorative taxation policy to prevent the various forms of desperation that are fundamental to capitalist systems.   You totally did write uber-sensitive  Some truth is subjective, some truth is objective, like this - it is objectively true that you are reading this right now. I would argue that truth that which is subjective is only opinion. subjectivity is dependent on perception, objectivity is about things that are true independent of perception even if they require a perceiver. Truth does exist independent of belief about what is true.  Afirmative action is not about putting african americans ahead of caucasion , it is about social justice, it is not fundamentally left, and is distinct from the notion of modern racism even though it relates to racial issues. modern racism is when you - believe racism is a thing of the past, - make associations about people based on their ethnicity or skin color that are not necessary links. it is racist because you are making judgements and acusations about people according to their skin color or ethnicity, this includes names and religions that are a persons cultuaral heritage.",3622
obama,1,oba298,Terrorism.,Economy.  Immigration.  Gay Rights.  Middle Class taxes.  Energy Independence.  Foreign Policy.  Terrorism.,0.1538,Ending the wars.,Pro,Why?   Economy.  Immigration.  Gay Rights.  Middle Class taxes.  Energy Independence.  Foreign Policy.  Terrorism.  That's about it. Feel free to attack any of 'em.,164
obama,1,oba325,"It's a catch 22 really. If we leave the country will descend back into chaos, and most likely back into the hands of a terror reigm. If we stay we continue to spend ourselves into debt as our service men continue to die.   Exactly! So why did he promise he'd get them out?","Because we're spending trillions of dollars on a war with no end in sight, and the housing bubble collapsed along with our domestic automotive industry.",0.0988,Wars are still on.,Con,"It's a catch 22 really. If we leave the country will descend back into chaos, and most likely back into the hands of a terror reigm. If we stay we continue to spend ourselves into debt as our service men continue to die.   Exactly! So why did he promise he'd get them out? It doesn't matter how far fetched his promises were, the fact that he couldn't keep them is the problem.   The same reason band-aids don't heal bullet wounds. The bailout was only slightly lessened the affects of this economic downturn. It doesn't alleviate or address the root of the problem.   Then why even waste so much on it? If it cost so much and had only a small effect then wouldn't it have been better without it?   Because we're spending trillions of dollars on a war with no end in sight, and the housing bubble collapsed along with our domestic automotive industry. Did you know Bush was the only president in history to cut taxes during a time of war? Where were his financial advisers when that decision was made? We're going further into debt because we're spending as much as we ever have and yet we don't have the resources to back up our spending.   Then why is it so hard for Godmaba to cut spending? Why does it seem like he thinks that MORE spending will help the economy?",1267
obama,2,oba16,Obama isn't the next Hitler.,"Obama is doing fine. Hell, I'll vote for him in 2012. His election brought a lot of racists out of the woodwork which happens to include, (big surprise), the majority of the Republican Party. Obama isn't the next Hitler. If you think so then you've been listening to/watching to much Glenn Beck. I say GObama. (Go + Obama)",0.1791,Has qualities of a good leader.,Pro,"Obama is doing fine. Hell, I'll vote for him in 2012. His election brought a lot of racists out of the woodwork which happens to include, (big surprise), the majority of the Republican Party. Obama isn't the next Hitler. If you think so then you've been listening to/watching to much Glenn Beck. I say GObama. (Go + Obama)",322
obama,1,oba131,"The economy was already taking a nosedive when he stepped into office, and when he tried to pass his jobs bill to fix it, republicans vote it down and then proceeded to blame him for high unemployment.","The Auto-industry was on the verge of collapse, when he came into office and now it's going strong. GM specifically was 17 months away from bankruptcy and now it's stocks are soaring and it has already paid back $11.8 billion to tax payers, 5 years ahead of schedule. Of the bank bailouts 66% of it has been paid back already. These averted bankruptcy and saved millions of jobs. Had we have let these industries go bankrupt, unemployment would have rocketed to levels not seen since the last great depression.",0.1846,Executed effective foreign policies.,Pro,"The economy was already taking a nosedive when he stepped into office, and when he tried to pass his jobs bill to fix it, republicans vote it down and then proceeded to blame him for high unemployment. Strange how that works.  The Auto-industry was on the verge of collapse, when he came into office and now it's going strong. GM specifically was 17 months away from bankruptcy and now it's stocks are soaring and it has already paid back $11.8 billion to tax payers, 5 years ahead of schedule. Of the bank bailouts 66% of it has been paid back already. These averted bankruptcy and saved millions of jobs. Had we have let these industries go bankrupt, unemployment would have rocketed to levels not seen since the last great depression. Now add to that the fact that under His presidency Osama was killed, Gadaffi was killed, Egyptian President Mubarak was overthrown, and the Iraq war was ended. Considering all the problems we face I'd say he's doing pretty well.  SOURCES:   http://money.cnn.com/2010/11/18/news/companies/gm_ipo_akerson/index.htm?iid=EL    http://money.cnn.com/2010/11/18/markets/                                       thebuzz/index.htm     http://abcnews.go.com/WN/ general-motors-repays-81-billion- government-loans/story?id=10437944",1256
obama,4,oba156,"He will be re-elected but it is the reason for that bothers me. It is not about what he has done or not done. In 2012, it is about how the Republican Party has acted so poorly over the last year most recently and continually with the budget then add in the total lack of viable Republican candidates.",the Republican party might as well place a loaded trash bag in a suit and call it a candidate.,0.1282,Better than the republican candidates.,Pro,"I think this is be answered in the simplest of fashions. He will be re-elected but it is the reason for that bothers me. It is not about what he has done or not done. In 2012, it is about how the Republican Party has acted so poorly over the last year most recently and continually with the budget then add in the total lack of viable Republican candidates. Ron Paul is about the only one who has enough to say that it is worth listening to. (whether you agree or not). I am a liberal Republican and looking at this election, the Republican party might as well place a loaded trash bag in a suit and call it a candidate. Sad but true.",634
obama,4,oba342,"Taxation isnât theft, because like it or not you are part of a group of people and insofar as that group needs defense and the rule of law at a bare minimum, you have an obligation to them.","Have you seen government spending lately? President Obama's 2010 Budget Deficit was $1.3 trillion.  For every dollar the government spends, that is one less dollar in the private economy, which the economy shrinks, which means less wealth is created.   We just entered and exited a great worldwide recession over a period of three years, in which Obama spent almost a trillion in economic stimulus.  Plus, we were in war, which is always expensive.  One other thing, prove for me that governments cannot create wealth.   If you are not an liberal and vehemently support Obama, why are you seeking an dispute of my response?  If so, then what percentage roughly do you agree with ?him   I agree (more or less) with the healthcare reforms, his overturning of policies involving Embryonic Stem Cells, the ""Matthew Shepard and James Byrd, Jr. Hate Crimes Prevention Act"", ""Don't Ask, Don't Tell Repeal Act of 2010"" and his ending of the War in Iraq. I am ambivalent about his economic policies but I do not believe a Republican President would have done much different, because only Libertarians support doing nothing as massive businesses go bankrupt and take their employees and investors with them.  His diplomacy might be a step in the right direction, I do not know however. It seems to me that a majority of these Islamic States would want to work with us in eliminating terrorism since they are have their own share of sectarian bombings, but the religious mindset is an odd one.   What you pointed out are failures of government policy. 9/11=Bad Intelligence, Katrina=Bad Emergency Response, Iraq=Warmongering; Guantanamo Bay=Government doesn't torture unless given authority, The 2007 Financial Crisis=Actually 2008, Bad Housing Policy and Monetary Policy, Patriot Act=Big Brother doing its thing.   Not all of these were related to Bush however.   Hardly!!    http://en.wikipedia.org/wiki/Ron_Paul/ Newsletters_sandbox#Ron_Paul_newsletter_                                        controversy    How about some new blood that understands the issues of today? We don't need fossils screwing up progress due to their old prejudices.",0.062,Fixed the economy.,Pro,"Taxation isnât theft, because like it or not you are part of a group of people and insofar as that group needs defense and the rule of law at a bare minimum, you have an obligation to them. A lot of the taxation is theft mentality is predicated on the notion that we (humans) are not primarily social beings. Most of what you do in the world is social activity - buying goods and services, owning property, etc... all things are allowed for and provided by a society of people, participation is a privilege and you tacitly comply with and assent to taxation merely by participating  The 'We' is the nation as a whole, the demand of the masses as expressed through voting and engaging in political discourse.   i definitely agree that prudent is open to opinion, this is where the 'We' comes in, the 'we' becomes the expression of the collective opinon  You have obviously been smoking the supply side theory insofar as you think that the middle class is allowed for by the wealthy. Tax policy and education policy is what allows for the creation of a middle class and jobs are created by the market. It is true that if the wealthy have all the money that jobs are created by them because they are the only ones who could invest, however, if they donât have all the money, jobs are created by where money is invested. Middle class people can invest just as much as the wealthy, and do when given the opportunity to when tax policy is not skewed in favor of the wealthy. Just because a lot of money is in the hands of the wealthy, doesnât mean that this is the fundamental nature of job creation, it is only the nature of job creation in an extremely stratified society. Extreme stratification also creates instability in the market because investment is based on the whim of a small number of individuals who have often, in the past, jumped ship and played with the markets toward their own personal gain (not that personal gain is a problem, it is only a problem when it is done by manipulation and with the known consequence of huge costs to other people.) This is why there are anti-trust laws and laws that prevent monopolies.   The he who serves best earns best notion is valid to a point, but national income is not a reflection of this, income and wealth is a reflection of the degree to which a few people control the means of production and maintain that order through a rationalised stratification. I am not against stratification, I just think that there needs to be an ameliorative taxation policy to prevent the various forms of desperation that are fundamental to capitalist systems.   You totally did write uber-sensitive  Some truth is subjective, some truth is objective, like this - it is objectively true that you are reading this right now. I would argue that truth that which is subjective is only opinion. subjectivity is dependent on perception, objectivity is about things that are true independent of perception even if they require a perceiver. Truth does exist independent of belief about what is true.  Afirmative action is not about putting african americans ahead of caucasion , it is about social justice, it is not fundamentally left, and is distinct from the notion of modern racism even though it relates to racial issues. modern racism is when you - believe racism is a thing of the past, - make associations about people based on their ethnicity or skin color that are not necessary links. it is racist because you are making judgements and acusations about people according to their skin color or ethnicity, this includes names and religions that are a persons cultuaral heritage.",3622
obama,2,oba214,"Regardless, he's making an effort, and being blocked off, for no real reason.","and hasn't done shit to stop everything with Iran. I also remember watching a 2008 video of him speaking for ending the war on weed, yet it's only gotten worse, from what I've heard.",0.0784,Fixed the economy.,Pro,"That's more like it, recognizing that he's not such a Messiah after all. That's all I wanted.   Just to make you happy, I don't really like Obama that much, he's failed in a lot of aspects that I thought he'd do better, drones in Pakistan and others, hasn't pushed Republicans far enough to help the economy, and hasn't done shit to stop everything with Iran. I also remember watching a 2008 video of him speaking for ending the war on weed, yet it's only gotten worse, from what I've heard. I just don't like people calling him the devil, because he isn't.   Money isn't spent on less taxing. that just means there is less money to spend.   Debt is created by a deficit. Less taxing means more debt.   And increased welfare spending is not the answer, as LBJ and Nixon have shown. Instead, proposals by Bill Clinton, JFK, and Reagan have gotten more people off of government dependence and more independent, as well as leaving room for the private sector to increase wealth for all Americans (as it historically does).   Increased welfare spending was mandatory, it takes years to change the systems, and as far as I'm aware, it largely falls outside of his mandate (state law, not federal, I'd assume?).   If the bad lot doesn't include Ron Paul and Gary Johnson, both for completely ending the turmoil in the Middle East, you'd be right.   As I've said before, I like this part of them, but disagree with others. If I could mix and match, I could find most of my views in US politicians, I just can't find anyone who has all of them in one.   Not compared to the debt and massive spending that it's trying to quell   Agreed. Regardless, he's making an effort, and being blocked off, for no real reason.   False   Whilst I agree that there was a large extent of government failure after deregulation, were there not deregulation in the first place, there would not have been the opportunity for CBO's, the abuse of the housing market, and the reckless behaviour that you described. You wish to completely deregulate the banks? This seems unwise, bankers operate in their own self interest, not in that of the bank, and not in that of the country. Remember that the heads of banks who brought about the recession got hundreds of millions of dollars, that sort of behaviour would only become more common, with people not being held responsible for their actions.   Based on the assertions of Catholic Bishops?   I was simply using them as an example. I have many complaints of Republican behaviour, and I can only imagine that this budget is just more of the same.",2564
